gene1,gene2
ABI3BP,DCLK1
ABI3BP,DKK1
ABI3BP,DPP3
ABI3BP,DYRK4
ABI3BP,EPHB1
ABI3BP,EPN1
ABI3BP,ERBB3
ABI3BP,ESR1
ABI3BP,EXOSC9
ABI3BP,FASN
ABI3BP,FBXO11
ABI3BP,FGF23
ABI3BP,FLG
ABI3BP,GAD2
ABI3BP,GALNT6
ABI3BP,GOLGA3
ABI3BP,GPR137B
ABI3BP,GPR19
ABI3BP,GRIK3
ABI3BP,HAP1
ABI3BP,HDC
ABI3BP,HECW1
ABI3BP,HERC2
ABI3BP,HLA-B
ABI3BP,HSPA2
ABI3BP,HSPA6
ABI3BP,IMPDH2
ABI3BP,INPP5B
ABI3BP,KIF17
ABI3BP,LHX2
ABI3BP,MAML1
ABI3BP,MAP2K4
ABI3BP,MAP2K7
ABI3BP,MICALL2
ABI3BP,MMP15
ABI3BP,MORN1
ABI3BP,MYCT1
ABI3BP,NCOR2
ABI3BP,NME9
ABI3BP,NOS3
ABI3BP,NPAS3
ABI3BP,NRAS
ABI3BP,NTM
ABI3BP,NUP214
ABI3BP,OPCML
ABI3BP,PALLD
ABI3BP,PCDH17
ABI3BP,PCDHA9
ABI3BP,PEAK1
ABI3BP,PFKFB2
ABI3BP,PJA1
ABI3BP,PKLR
ABI3BP,PKP1
ABI3BP,PLCH2
ABI3BP,PNLDC1
ABI3BP,PPP1R12A
ABI3BP,PRKAB1
ABI3BP,RBM10
ABI3BP,RBM14
ABI3BP,RBM28
ABI3BP,RNF43
ABI3BP,RSPH6A
ABI3BP,RTF1
ABI3BP,RXFP3
ABI3BP,RYR1
ABI3BP,SATB1
ABI3BP,SBNO2
ABI3BP,SCRIB
ABI3BP,SERPINA4
ABI3BP,SGCD
ABI3BP,SH3GLB2
ABI3BP,SHCBP1
ABI3BP,SHCBP1L
ABI3BP,SMAD4
ABI3BP,SNRK
ABI3BP,SNTG2
ABI3BP,SOX9
ABI3BP,SPHK2
ABI3BP,SRP54
ABI3BP,STAU1
ABI3BP,STRN4
ABI3BP,TBC1D10B
ABI3BP,TBX3
ABI3BP,TCF7L2
ABI3BP,TENM1
ABI3BP,TGIF1
ABI3BP,TNRC6B
ABI3BP,TP53
ABI3BP,TRAF2
ABI3BP,TRPM5
ABI3BP,TSNAXIP1
ABI3BP,TULP1
ABI3BP,TUT1
ABI3BP,ZFR
ABI3BP,ZNF34
ABI3BP,ZNF646
ABI3BP,ZSCAN18
ABL1,ABCB5
ABL1,ACSL6
ABL1,ADAMDEC1
ABL1,ADAMTS3
ABL1,AMIGO2
ABL1,BNC2
ABL1,CCDC40
ABL1,CDH9
ABL1,CDK5R1
ABL1,CRB1
ABL1,CXCR5
ABL1,CYP1A1
ABL1,DCLK1
ABL1,ELN
ABL1,ENOX2
ABL1,FNBP1
ABL1,FRMPD4
ABL1,FXR2
ABL1,GPR112
ABL1,GPR174
ABL1,GRK5
ABL1,GSTM5
ABL1,HOOK1
ABL1,IKZF3
ABL1,LCE2B
ABL1,LPIN2
ABL1,LUZP2
ABL1,MAB21L2
ABL1,MAP3K13
ABL1,MAPKBP1
ABL1,MMP19
ABL1,MUC4
ABL1,MYH2
ABL1,MYH4
ABL1,MYO5C
ABL1,NELL1
ABL1,PEG3
ABL1,PKD2L2
ABL1,POLQ
ABL1,POM121L2
ABL1,PREX2
ABL1,PROM1
ABL1,RAP1GAP
ABL1,RBM10
ABL1,RCOR3
ABL1,RGS4
ABL1,RINT1
ABL1,SALL1
ABL1,SCAI
ABL1,SEMA4D
ABL1,SOX9
ABL1,SV2B
ABL1,TFR2
ABL1,TNN
ABL1,TOP2A
ABL1,TP53
ABL1,TPTE
ABL1,VCPIP1
ABL1,VNN1
ABL1,ZMIZ1
ABL1,ZMYND8
ABL1,ZNF365
ABL1,ZNF804A
ABL1,ZW10
ABL2,ABCA2
ABL2,APBB3
ABL2,AQP3
ABL2,ATP11A
ABL2,FCGBP
ABL2,GPR50
ABL2,IQSEC2
ABL2,MAP2K7
ABL2,MLC1
ABL2,MUC5B
ABL2,MYC
ABL2,NR0B1
ABL2,NRAS
ABL2,OLFML2A
ABL2,P2RY2
ABL2,PAFAH2
ABL2,PNPLA6
ABL2,POLM
ABL2,RXFP3
ABL2,SBNO2
ABL2,SLC5A2
ABL2,SOX9
ABL2,TCF7L2
ABL2,TGFBR2
ABL2,TP53
ABL2,TUBB4A
ABL2,USP21
ABL2,ZBTB7A
ABL2,ZMYM3
ABLIM1,ADAMTSL3
ABLIM1,CACNA1H
ABLIM1,DCHS1
ABLIM1,FLRT2
ABLIM1,MAGEC1
ABLIM1,MBD6
ABLIM1,MUC4
ABLIM1,NOL6
ABLIM1,SETD1B
ABLIM1,SLCO1A2
ABLIM1,SMAD4
ABLIM1,SMTN
ABLIM1,SOX11
ABLIM1,SOX9
ABLIM1,TP53
ABLIM3,ADAMTS13
ABLIM3,AMPH
ABLIM3,AP3D1
ABLIM3,ARFGAP1
ABLIM3,ARHGEF40
ABLIM3,ATP1B4
ABLIM3,ATP2B3
ABLIM3,BAHD1
ABLIM3,BCL11B
ABLIM3,BICD2
ABLIM3,CALML3
ABLIM3,CAPN5
ABLIM3,CARD10
ABLIM3,CARD11
ABLIM3,CD93
ABLIM3,CDH17
ABLIM3,CHMP1B
ABLIM3,CIC
ABLIM3,CLDN8
ABLIM3,CNOT3
ABLIM3,COL18A1
ABLIM3,CRB1
ABLIM3,CROCC
ABLIM3,CTBP2
ABLIM3,CTNNB1
ABLIM3,DENND5A
ABLIM3,EHMT2
ABLIM3,ELF3
ABLIM3,ELN
ABLIM3,ENOX2
ABLIM3,EVPL
ABLIM3,FAM83E
ABLIM3,FBXW7
ABLIM3,FGD2
ABLIM3,FGF12
ABLIM3,FKBP10
ABLIM3,FLG
ABLIM3,FLII
ABLIM3,FLRT2
ABLIM3,FXR2
ABLIM3,GAK
ABLIM3,GNAZ
ABLIM3,GREB1
ABLIM3,GRIA4
ABLIM3,GRM2
ABLIM3,HAND2
ABLIM3,HAS1
ABLIM3,HECW1
ABLIM3,HLA-B
ABLIM3,HSPG2
ABLIM3,HYDIN
ABLIM3,IKZF3
ABLIM3,IL17RA
ABLIM3,IQSEC2
ABLIM3,KCNG1
ABLIM3,KIF1A
ABLIM3,KIF21B
ABLIM3,KIF4A
ABLIM3,KMT2D
ABLIM3,KNOP1
ABLIM3,LAMA5
ABLIM3,LDOC1
ABLIM3,LGSN
ABLIM3,LIG1
ABLIM3,MAD1L1
ABLIM3,MAP2K7
ABLIM3,MAP3K6
ABLIM3,MASP1
ABLIM3,MEFV
ABLIM3,MGAT3
ABLIM3,MICALL2
ABLIM3,MUC4
ABLIM3,MUC5B
ABLIM3,MYH14
ABLIM3,NADK
ABLIM3,NDE1
ABLIM3,NEFM
ABLIM3,NOL6
ABLIM3,NOTCH1
ABLIM3,NPAP1
ABLIM3,NRAS
ABLIM3,OR2W1
ABLIM3,PADI1
ABLIM3,PCDH7
ABLIM3,PCDHB8
ABLIM3,PDE4A
ABLIM3,PGBD5
ABLIM3,PIK3C2B
ABLIM3,PIK3CA
ABLIM3,PITPNM1
ABLIM3,PLCG1
ABLIM3,PLXNB1
ABLIM3,POF1B
ABLIM3,POLM
ABLIM3,POP1
ABLIM3,PTPRS
ABLIM3,PWP2
ABLIM3,RNF40
ABLIM3,SACS
ABLIM3,SDHAP1
ABLIM3,SETD1B
ABLIM3,SF3B4
ABLIM3,SIN3B
ABLIM3,SIPA1
ABLIM3,SKIV2L
ABLIM3,SLC38A10
ABLIM3,SLC4A2
ABLIM3,SLC7A2
ABLIM3,SMAD4
ABLIM3,SMARCB1
ABLIM3,SMTN
ABLIM3,SOX11
ABLIM3,SOX4
ABLIM3,SOX9
ABLIM3,SPTA1
ABLIM3,TBC1D1
ABLIM3,TBC1D10B
ABLIM3,TENM4
ABLIM3,TFR2
ABLIM3,TGFBR2
ABLIM3,TP53
ABLIM3,TRIM17
ABLIM3,TRIM33
ABLIM3,TSC2
ABLIM3,ZBTB20
ABLIM3,ZC3H12A
ABLIM3,ZGPAT
ABLIM3,ZSWIM1
ABO,ABCA5
ABO,ABCB4
ABO,ABCC8
ABO,ADAM29
ABO,ADAMTS12
ABO,ADAMTS3
ABO,ADAMTSL3
ABO,ALMS1
ABO,AMPH
ABO,ANK2
ABO,ARAP2
ABO,ATP10A
ABO,BRINP1
ABO,CACNA1E
ABO,CAMTA1
ABO,CCDC88A
ABO,CDH18
ABO,CNTLN
ABO,CNTNAP2
ABO,COL5A2
ABO,COL6A3
ABO,CPS1
ABO,CRMP1
ABO,CTNND2
ABO,DCC
ABO,DENND3
ABO,DICER1
ABO,DLC1
ABO,DLEC1
ABO,DNAH3
ABO,DYSF
ABO,EIF3A
ABO,EPHA5
ABO,EPHA7
ABO,FANCA
ABO,FBXW7
ABO,FLRT2
ABO,FRMPD1
ABO,FZD1
ABO,GALNT14
ABO,GRIA1
ABO,GRIK2
ABO,GRIN2A
ABO,GRM8
ABO,HDLBP
ABO,HECW1
ABO,HGF
ABO,HIVEP1
ABO,HTR1F
ABO,ITIH5
ABO,JPH3
ABO,KCNB2
ABO,KCNQ2
ABO,KIF1B
ABO,KIF26B
ABO,KIT
ABO,KLHL4
ABO,LAMA3
ABO,LIFR
ABO,LPA
ABO,LRP1B
ABO,LRRN3
ABO,MAGEC3
ABO,MAP2
ABO,MAP3K4
ABO,MARK1
ABO,MCF2L2
ABO,MEGF6
ABO,MSH6
ABO,MTUS2
ABO,MYO5A
ABO,MYOM2
ABO,MYT1
ABO,NCAM1
ABO,NELL2
ABO,NID1
ABO,NINL
ABO,NLGN4X
ABO,NYNRIN
ABO,PCBP1
ABO,PCDH15
ABO,PCDH17
ABO,PCDHB8
ABO,PEG3
ABO,PHF3
ABO,PLG
ABO,PLXNA1
ABO,PRDM2
ABO,PRIM2
ABO,PTGER3
ABO,RIMBP2
ABO,RYR2
ABO,SALL4
ABO,SCN10A
ABO,SCN2A
ABO,SCN3A
ABO,SCN4A
ABO,SCN9A
ABO,SEC16A
ABO,SETD5
ABO,SETDB1
ABO,SLIT2
ABO,SLITRK5
ABO,SMARCA1
ABO,SMARCA4
ABO,SMC4
ABO,SORCS3
ABO,SOX1
ABO,SPOCK3
ABO,TCERG1
ABO,TEP1
ABO,TGIF1
ABO,THBS2
ABO,TLL1
ABO,TLN1
ABO,TNN
ABO,TNR
ABO,TP53
ABO,TRPA1
ABO,TRRAP
ABO,UPF2
ABO,USP29
ABO,UTP20
ABO,VCAN
ABO,VPS13D
ABO,ZFHX4
ABO,ZNF208
ABO,ZNF488
ABO,ZNF512B
ABO,ZNF638
ABO,ZNF646
ABO,ZNF658
ABR,AATK
ABR,CCR1
ABR,CHRNA1
ABR,COBL
ABR,CPA1
ABR,GOLGA3
ABR,GPR174
ABR,GPR50
ABR,ICAM5
ABR,IL1RAPL2
ABR,MAGEA6
ABR,MAGI1
ABR,MYRF
ABR,PARVB
ABR,RGS11
ABR,SETD3
ABR,SLC6A3
ABR,SLIT3
ABR,SOX9
ABR,STK32B
ABR,TGIF1
ABR,TP53
ABR,ZBTB7A
ABR,ZC3H7A
ABR,ZNF337
ABR,ZZEF1
ABT1,SOX9
ABTB2,GRM3
ABTB2,TGIF1
ABTB2,TP53
ACAA1,ATP10A
ACAA1,BRINP3
ACAA1,CACNA1E
ACAA1,CNTN5
ACAA1,CNTN6
ACAA1,CR1
ACAA1,CTNNA2
ACAA1,DNAH2
ACAA1,DNAH9
ACAA1,EPHA3
ACAA1,ERBB4
ACAA1,FBXW7
ACAA1,GRM7
ACAA1,HDAC9
ACAA1,KCNB2
ACAA1,MASP1
ACAA1,MYH11
ACAA1,NBEA
ACAA1,PCDH11X
ACAA1,PCDHB8
ACAA1,RELN
ACAA1,RIMBP2
ACAA1,RYR2
ACAA1,SALL1
ACAA1,SCN4A
ACAA1,SOX11
ACAA1,SOX9
ACAA1,SPTA1
ACAA1,TIAM1
ACAA1,TNS1
ACAA1,TP53
ACAA1,TRPM3
ACAA1,ZNF462
ACAA1,ZNF493
ACAA1,ZNF521
ACAA1,ZNF536
ACACA,ALS2CL
ACACA,AP3D1
ACACA,APOBR
ACACA,ARVCF
ACACA,CAMTA1
ACACA,CHPF
ACACA,CNIH1
ACACA,COL18A1
ACACA,DDR1
ACACA,DPEP1
ACACA,EHBP1L1
ACACA,EHMT2
ACACA,ELF3
ACACA,EPHB1
ACACA,EXD3
ACACA,EXOC7
ACACA,FBXW7
ACACA,FGF12
ACACA,FTSJ1
ACACA,GOLGA3
ACACA,GPR50
ACACA,GRIK3
ACACA,GRM2
ACACA,HAS1
ACACA,HSF1
ACACA,ICAM1
ACACA,JPH3
ACACA,KCNG1
ACACA,KLC2
ACACA,MEN1
ACACA,MFSD12
ACACA,MRPS31
ACACA,MTMR4
ACACA,MUC5B
ACACA,MYH14
ACACA,NRAS
ACACA,OSGIN1
ACACA,PDE4A
ACACA,PIK3CA
ACACA,PILRB
ACACA,POU3F3
ACACA,PTPRT
ACACA,RAB28
ACACA,SHROOM2
ACACA,SLC4A2
ACACA,SLC5A5
ACACA,SLC7A1
ACACA,SMAD4
ACACA,SOX9
ACACA,SPTA1
ACACA,TAF6L
ACACA,TCF7L2
ACACA,TFEB
ACACA,TGFBR2
ACACA,THAP4
ACACA,TICAM1
ACACA,TNNI3
ACACA,TP53
ACACA,TP53TG5
ACACA,TRIP10
ACACA,TSC2
ACACA,WDR13
ACACB,ARFGAP1
ACACB,CCDC40
ACACB,COG5
ACACB,DCLK1
ACACB,EIF4A2
ACACB,ELF3
ACACB,FBXL7
ACACB,FBXW7
ACACB,GPR50
ACACB,GRK5
ACACB,HECW1
ACACB,IGF1R
ACACB,IKZF3
ACACB,LPAR5
ACACB,MAGEC1
ACACB,MOS
ACACB,NR2E1
ACACB,NRAS
ACACB,OPCML
ACACB,OR10C1
ACACB,PARVB
ACACB,PCDH11X
ACACB,PCDH9
ACACB,PIK3CA
ACACB,PILRB
ACACB,PLEKHA2
ACACB,PLXNB3
ACACB,PTPRT
ACACB,ROPN1B
ACACB,SEPHS1
ACACB,SLC39A4
ACACB,SMAD4
ACACB,SOX9
ACACB,TCF7L2
ACACB,TP53
ACACB,TP53TG5
ACACB,TRAF2
ACACB,WDR13
ACAD10,SOX9
ACAD8,SOX9
ACADL,SOHLH2
ACADL,TP53
ACADM,SOX9
ACADM,TP53
ACADS,CDH9
ACADS,SCN1A
ACADS,TP53
ACADSB,SOX9
ACADSB,TP53
ACADVL,ADAM29
ACADVL,ANO2
ACADVL,ARHGAP11A
ACADVL,ASCC3
ACADVL,ASPH
ACADVL,BNC2
ACADVL,CACNA1E
ACADVL,CDH11
ACADVL,CEP350
ACADVL,CIITA
ACADVL,COL1A1
ACADVL,DCLK1
ACADVL,GABRG2
ACADVL,GPR112
ACADVL,GPR158
ACADVL,GRIP1
ACADVL,GRM3
ACADVL,HCFC1
ACADVL,HECW1
ACADVL,HK3
ACADVL,HSPG2
ACADVL,HYDIN
ACADVL,LYST
ACADVL,MAP2
ACADVL,NPAT
ACADVL,NPHS1
ACADVL,NRAS
ACADVL,PBRM1
ACADVL,PCDH11X
ACADVL,PCDHGA3
ACADVL,PEG3
ACADVL,RXFP3
ACADVL,SIGLEC8
ACADVL,SOX9
ACADVL,TCF7L2
ACADVL,TENM3
ACADVL,TEX14
ACADVL,THOC2
ACADVL,TP53
ACAN,ABCA2
ACAN,ABO
ACAN,ACAA1
ACAN,ACVRL1
ACAN,ADRM1
ACAN,AFF2
ACAN,AGPAT4
ACAN,AHNAK2
ACAN,AKAP8L
ACAN,ANKRD2
ACAN,APBB3
ACAN,APMAP
ACAN,ATN1
ACAN,BAHD1
ACAN,CACNA1H
ACAN,CACNA2D3
ACAN,CAPN9
ACAN,CCDC40
ACAN,CCNL2
ACAN,CD1E
ACAN,CLIP2
ACAN,COL18A1
ACAN,CPT1A
ACAN,CRHR1
ACAN,CTBP2
ACAN,DCLK1
ACAN,DKK3
ACAN,DNAJB5
ACAN,DPEP1
ACAN,EHBP1L1
ACAN,ELF3
ACAN,ENOX2
ACAN,EPHB4
ACAN,ERCC1
ACAN,FASN
ACAN,FBXO11
ACAN,FLG
ACAN,FMR1
ACAN,FOXRED2
ACAN,GAK
ACAN,GAMT
ACAN,GLB1L2
ACAN,GNAZ
ACAN,GPRC5B
ACAN,GRIA4
ACAN,GRM2
ACAN,GRM3
ACAN,GTF2IRD1
ACAN,HAS1
ACAN,HCFC1
ACAN,HECW1
ACAN,HOXD3
ACAN,HRC
ACAN,HSF1
ACAN,HSPB7
ACAN,HSPG2
ACAN,HTR1A
ACAN,HTR5A
ACAN,IDS
ACAN,IKZF4
ACAN,IQSEC2
ACAN,ITIH3
ACAN,JPH3
ACAN,KANK2
ACAN,KCND3
ACAN,KHSRP
ACAN,KIF21B
ACAN,KLHL22
ACAN,KRT83
ACAN,LIMK1
ACAN,LMO4
ACAN,LPAR5
ACAN,LTK
ACAN,MAD1L1
ACAN,MAGEC1
ACAN,MAGIX
ACAN,MED12
ACAN,MLXIPL
ACAN,MST1R
ACAN,MTOR
ACAN,MUC16
ACAN,MXRA8
ACAN,NDUFS2
ACAN,NPHS1
ACAN,NRAS
ACAN,OPCML
ACAN,OSBPL7
ACAN,OSGIN1
ACAN,PARP3
ACAN,PCDH17
ACAN,PDE4A
ACAN,PHF13
ACAN,PIK3C2B
ACAN,PIK3CA
ACAN,PILRB
ACAN,PKMYT1
ACAN,PLD2
ACAN,PLOD1
ACAN,PLXNB3
ACAN,POLD1
ACAN,POLM
ACAN,PORCN
ACAN,POU5F2
ACAN,PUM2
ACAN,PWP1
ACAN,RAVER1
ACAN,RBM10
ACAN,RBM47
ACAN,RCOR3
ACAN,RGS11
ACAN,SCRIB
ACAN,SETD1A
ACAN,SGCD
ACAN,SGSM2
ACAN,SIN3B
ACAN,SIPA1L3
ACAN,SKAP1
ACAN,SLC19A1
ACAN,SLC39A4
ACAN,SLC5A2
ACAN,SMAD4
ACAN,SOX9
ACAN,SPON2
ACAN,SRCAP
ACAN,ST3GAL1
ACAN,SYNE1
ACAN,TAF1C
ACAN,TBL3
ACAN,TBRG4
ACAN,TBX10
ACAN,TCF7L2
ACAN,TFEB
ACAN,TLX2
ACAN,TM9SF4
ACAN,TNMD
ACAN,TP53
ACAN,TRAF7
ACAN,TRAPPC9
ACAN,TRIM17
ACAN,TRIM68
ACAN,TSC2
ACAN,TUBB2A
ACAN,TUBB4B
ACAN,TUT1
ACAN,TWF2
ACAN,USH2A
ACAN,VAMP1
ACAN,WDR13
ACAN,ZBTB20
ACAN,ZIC3
ACAN,ZNF672
ACAP1,ADAMTS8
ACAP1,ELN
ACAP1,GPR50
ACAP1,LCE2B
ACAP1,SEMA6C
ACAP1,SLC1A1
ACAP1,SOX9
ACAP1,STAG2
ACAP1,TP53
ACAP2,ABCA2
ACAP2,LRP5
ACAP2,MYBBP1A
ACAP2,PIEZO1
ACAP2,SOX9
ACAP2,TP53
ACAT1,PIK3CA
ACAT1,SOX9
ACAT1,TP53
ACAT2,ARAP1
ACAT2,BRWD1
ACAT2,CALD1
ACAT2,CDH8
ACAT2,CR1
ACAT2,CTNNA2
ACAT2,CTNNB1
ACAT2,DYSF
ACAT2,EFCAB6
ACAT2,FRY
ACAT2,GRM7
ACAT2,HECW1
ACAT2,MAGEC3
ACAT2,MAGI2
ACAT2,NPAP1
ACAT2,NPY2R
ACAT2,NRAS
ACAT2,NTM
ACAT2,PIK3CA
ACAT2,SMAD4
ACAT2,TP53
ACAT2,ZNF646
ACBD3,MYH14
ACBD3,SOX9
ACBD3,TP53
ACBD4,CACNA1E
ACBD4,DYNC2H1
ACBD4,DYSF
ACBD4,ERBB4
ACBD4,FLG
ACBD4,HECW1
ACBD4,MACF1
ACBD4,MXRA5
ACBD4,NBEA
ACBD4,NPAP1
ACBD4,RIMS2
ACBD4,RYR2
ACBD4,SMAD4
ACBD4,SYNE1
ACBD4,TNXB
ACBD4,TP53
ACBD4,VCAN
ACBD4,ZNF536
ACD,ADAMTS20
ACD,AKAP12
ACD,ASPM
ACD,ATP10A
ACD,COL11A1
ACD,CREBBP
ACD,DST
ACD,ERBB4
ACD,FBXW7
ACD,MAGEC1
ACD,PCDH11X
ACD,RELN
ACD,TEX15
ACD,TP53
ACE,ADRA1A
ACE,APBB1IP
ACE,AQP3
ACE,ATN1
ACE,ATP10A
ACE,ATRN
ACE,CACNA1E
ACE,CACNB4
ACE,CCDC15
ACE,CD28
ACE,CDH4
ACE,CLSTN2
ACE,COPB1
ACE,CRTAC1
ACE,CSTF3
ACE,CTNNBL1
ACE,CYB5R4
ACE,CYP4B1
ACE,CYP7A1
ACE,DBH
ACE,DCLK1
ACE,DENND3
ACE,DET1
ACE,DGKH
ACE,EHBP1
ACE,ENTPD4
ACE,ETV6
ACE,EXTL1
ACE,FANCA
ACE,FARP2
ACE,FBXW7
ACE,FOXG1
ACE,GBP1
ACE,GLUD2
ACE,GPR182
ACE,GPR50
ACE,GRIA1
ACE,GRIA4
ACE,GRID2
ACE,GRIK5
ACE,GRM7
ACE,GYS2
ACE,HAS1
ACE,HOOK1
ACE,HRG
ACE,HTR7
ACE,KDM4A
ACE,KIAA0753
ACE,LCE2B
ACE,LILRA4
ACE,LILRB5
ACE,MAGEC1
ACE,MAGI2
ACE,MASP2
ACE,MED16
ACE,MEGF6
ACE,NEIL1
ACE,NET1
ACE,NR0B1
ACE,NRAS
ACE,NVL
ACE,PALLD
ACE,PCBP1
ACE,PCDH15
ACE,PCDHB13
ACE,PCDHB3
ACE,PDGFRA
ACE,PEG3
ACE,PENK
ACE,PIK3CA
ACE,PIK3R4
ACE,PPP4R1
ACE,PRKCQ
ACE,PTPRT
ACE,PUM1
ACE,PWP1
ACE,RET
ACE,RHOBTB3
ACE,RIMS2
ACE,SALL1
ACE,SCN9A
ACE,SLC4A10
ACE,SMAD4
ACE,SMARCA1
ACE,SMARCD3
ACE,SOX9
ACE,SPAG16
ACE,SPINK5
ACE,SRGAP2
ACE,TM7SF3
ACE,TMOD1
ACE,TMPRSS6
ACE,TP53
ACE,TRIB2
ACE,TSSK1B
ACE,TUSC3
ACE,USP21
ACE,WDFY3
ACE,WSCD2
ACE,WWOX
ACE,ZNF395
ACE,ZNF43
ACE2,ABCA2
ACE2,INPPL1
ACE2,MAP2K7
ACE2,SOX9
ACE2,TP53
ACHE,ADAM29
ACHE,CASZ1
ACHE,GRIN2A
ACHE,JPH3
ACHE,MEGF6
ACHE,PCDH15
ACHE,PIK3CA
ACHE,PLXNB3
ACHE,TP53
ACHE,UNC5C
ACIN1,ACTA1
ACIN1,ADAM7
ACIN1,ADAMTS12
ACIN1,ADNP2
ACIN1,ANO2
ACIN1,ARHGEF7
ACIN1,ARID1A
ACIN1,ATXN7
ACIN1,AVPR1A
ACIN1,B2M
ACIN1,BANP
ACIN1,BAZ1B
ACIN1,CACNA1H
ACIN1,CACNG3
ACIN1,CASQ2
ACIN1,CCKBR
ACIN1,CDC25B
ACIN1,CDH7
ACIN1,CNTN1
ACIN1,CNTNAP2
ACIN1,COL3A1
ACIN1,CRTAC1
ACIN1,CRTC1
ACIN1,CXCR4
ACIN1,CYP7A1
ACIN1,DAPP1
ACIN1,DBH
ACIN1,DCHS2
ACIN1,DDX11
ACIN1,DGKI
ACIN1,DHTKD1
ACIN1,DLG2
ACIN1,EIF4A2
ACIN1,F8
ACIN1,FBXO40
ACIN1,FLG
ACIN1,FLNA
ACIN1,FOXI1
ACIN1,FSHR
ACIN1,GLUD2
ACIN1,GPR50
ACIN1,GRIA1
ACIN1,GRID2
ACIN1,GRIK2
ACIN1,GRM7
ACIN1,HCFC2
ACIN1,HNRNPDL
ACIN1,HP1BP3
ACIN1,HTR5A
ACIN1,HYDIN
ACIN1,IL1RAPL2
ACIN1,KCNJ2
ACIN1,KDM4A
ACIN1,KDR
ACIN1,KHNYN
ACIN1,KSR2
ACIN1,LAMA1
ACIN1,LANCL2
ACIN1,LILRB5
ACIN1,LRRN3
ACIN1,MAP2K1
ACIN1,MITF
ACIN1,MSC
ACIN1,MTMR12
ACIN1,MUC4
ACIN1,MYO5A
ACIN1,NAP1L2
ACIN1,NBAS
ACIN1,NCAM2
ACIN1,NFASC
ACIN1,NPAP1
ACIN1,NRAS
ACIN1,OLFM1
ACIN1,OLFML2A
ACIN1,PCBP1
ACIN1,PCDHB3
ACIN1,PPFIA2
ACIN1,PPM1L
ACIN1,PPP4R1
ACIN1,PREX2
ACIN1,QRFPR
ACIN1,RALYL
ACIN1,RDX
ACIN1,RPL10L
ACIN1,RRP12
ACIN1,RYR2
ACIN1,SCML2
ACIN1,SLIT2
ACIN1,SOX9
ACIN1,SPATA20
ACIN1,SPG7
ACIN1,SPINK5
ACIN1,SPRY1
ACIN1,SPTA1
ACIN1,STAG3
ACIN1,STAT5B
ACIN1,TNXB
ACIN1,TP53
ACIN1,TSSK1B
ACIN1,TUBAL3
ACIN1,UNC5C
ACIN1,VCAN
ACIN1,XRCC5
ACIN1,YME1L1
ACIN1,ZFP3
ACIN1,ZFR2
ACIN1,ZNF208
ACIN1,ZNF273
ACIN1,ZNF282
ACIN1,ZNF449
ACIN1,ZNF619
ACKR2,ABCA2
ACKR2,ABCD1
ACKR2,AFAP1
ACKR2,ANGPTL2
ACKR2,ARHGAP33
ACKR2,ATP2B3
ACKR2,BAHD1
ACKR2,CACNA2D3
ACKR2,CD248
ACKR2,CNOT4
ACKR2,CREBBP
ACKR2,CTNNA3
ACKR2,DCC
ACKR2,DDX11
ACKR2,DHX16
ACKR2,ELF3
ACKR2,EPPK1
ACKR2,EXT1
ACKR2,FLG
ACKR2,GAK
ACKR2,GPR50
ACKR2,HSPA6
ACKR2,IKZF3
ACKR2,INPPL1
ACKR2,JADE2
ACKR2,KCNS3
ACKR2,KIF1A
ACKR2,KIF26B
ACKR2,KMT2D
ACKR2,LPA
ACKR2,LRP1B
ACKR2,MAGIX
ACKR2,MAP3K12
ACKR2,MAP3K13
ACKR2,MAP3K4
ACKR2,MGAT3
ACKR2,MPP2
ACKR2,MYO9B
ACKR2,NACAD
ACKR2,NPBWR1
ACKR2,NRAS
ACKR2,OSMR
ACKR2,PCDH17
ACKR2,PDYN
ACKR2,PLEKHA8P1
ACKR2,PLXND1
ACKR2,POLD1
ACKR2,PPL
ACKR2,PRIM2
ACKR2,PRSS12
ACKR2,RRBP1
ACKR2,RXFP3
ACKR2,RYR2
ACKR2,SEC16A
ACKR2,SHROOM2
ACKR2,SLC3A2
ACKR2,SLC4A2
ACKR2,SOX10
ACKR2,SOX11
ACKR2,SOX9
ACKR2,SPTA1
ACKR2,TCF7L2
ACKR2,TELO2
ACKR2,TGFBR2
ACKR2,TP53
ACKR2,TP73
ACKR2,TUBGCP2
ACKR2,USH2A
ACKR2,XYLT2
ACKR2,ZBTB7A
ACKR2,ZNF512B
ACKR2,ZNF629
ACKR2,ZNF805
ACKR3,ACSBG1
ACKR3,ACVR1B
ACKR3,ALDH18A1
ACKR3,ARAP1
ACKR3,ARFGAP1
ACKR3,ARHGAP6
ACKR3,ATP10A
ACKR3,ATP4A
ACKR3,AXIN1
ACKR3,CAPN9
ACKR3,CARD9
ACKR3,CLDN8
ACKR3,COLGALT1
ACKR3,CRAT
ACKR3,DOC2A
ACKR3,DUSP22
ACKR3,EFR3B
ACKR3,EPHX1
ACKR3,ESPL1
ACKR3,EXT1
ACKR3,FAM110B
ACKR3,FASN
ACKR3,FCGBP
ACKR3,FOXI1
ACKR3,FOXP4
ACKR3,HCFC1
ACKR3,HIP1R
ACKR3,HRC
ACKR3,HSPG2
ACKR3,ITGB2
ACKR3,KANK2
ACKR3,KCNJ2
ACKR3,LILRA1
ACKR3,MAGIX
